4.590657881224927905e+00 3.353179343397139078e-01
3.068287049294448288e+00 4.503417730792227403e+00
5.706775385990995986e+00 5.045449640203027108e+00
4.155390407297665512e+00 7.937215654660164654e-01
9.032996122677275252e+00 1.189713598834752517e+01
1.334081553995969394e+00 -4.550626448601684970e+00
9.118490857881658584e+00 1.114013026688903096e+01
9.967120895202857156e+00 1.141860015817141161e+01
1.535939120796571133e+00 -4.452797592768670043e+00
5.110840568754602131e+00 2.147955710307875687e+00
6.028259934154318600e+00 8.359713179044243603e+00
1.988515180883556610e+00 -1.606613451487235222e+00
1.928630190481797069e+00 -1.959481554027186823e+00
8.611051105446930976e+00 5.636412284100421388e+00
1.490415469505189661e+00 -4.220755342837426483e+00
7.650752593012860814e+00 4.159462961525315805e+00
5.134178320630375936e+00 1.740992593085149753e+00
4.445850167828883315e+00 -9.551826059648924616e-01
2.102670543406550685e+00 -2.613756090347102656e+00
5.936041690574014318e+00 7.349123930531904492e+00
7.198035102711166644e+00 5.276211548589268219e+00
2.837062178999045781e+00 3.531833228324662066e+00
4.852940845147914573e+00 1.502918739589788055e+00
4.876181950791755426e+00 -7.285946430234468973e-01
3.502484154929856874e+00 4.637859729201923464e+00
4.469012841047312889e+00 -5.088890144316041697e-01
9.490049324449206125e+00 1.195349807658518415e+01
5.427523546787278441e+00 2.329234262873469685e+00
3.382942790768879160e+00 3.791077786118534299e+00
6.174321600968179169e+00 8.398670845340985736e+00
7.818692302751983902e-01 -6.287660090726086004e-01
2.897812094915577230e+00 1.677291145107488113e+00
9.970428391945947766e+00 1.277769272123108202e+01
6.953701822788569409e+00 6.127921572310882858e+00
2.838012637874212096e+00 3.842763850279064197e+00
7.459114849218750898e+00 3.997975847848714182e+00
3.687894712010162390e+00 5.072797441965716025e+00
1.195551122017509682e+00 -3.159045791658796176e+00
9.749111326004987532e+00 1.226001790272372816e+01
6.800405839159776811e+00 5.502636638109693834e+00
6.558979465101534068e+00 8.847933977423906526e+00
1.780348428302221953e+00 -3.718289519155795642e+00
3.714078844210146002e+00 2.661571334328416416e+00
3.466063154762211163e-01 1.430013625808339350e+00
7.034984550130306324e+00 6.818442790881767301e+00
2.436889173775655948e+00 1.894517513091968919e+00
7.530411420419353519e+00 4.372551239554715252e+00
3.689674874833236196e+00 4.266387116320941253e+00
4.882782612027574132e+00 -1.795956580515515322e-01
1.989680816701011601e+00 -2.877104505505702292e+00
6.096036418895838693e+00 7.984966511803611056e+00
6.061746689010939271e+00 6.456541234814617169e+00
8.089452451828508472e+00 4.474531619543670402e+00
3.405648421767895062e+00 2.662351028367695882e+00
2.438636867504153649e+00 2.369797704902653734e+00
3.646723526988848718e-01 -6.524971135479260553e-01
2.589698571251616066e+00 1.682586467357569449e+00
1.750504672048490695e+00 -1.795666550341443513e+00
5.998893081592459708e+00 6.800130839059292498e+00
6.314189148329151458e+00 7.574811485220540597e+00
1.567224173639005791e+00 -1.863399608548825581e+00
2.179627296315880258e+00 -3.080157410732742740e+00
2.234225821326230044e+00 -1.663887952045485230e+00
2.567666327773139301e+00 -4.444923816263393057e-01
3.901130749191440650e+00 6.455116576855408628e-01
5.565764690570123463e+00 6.770843472610268421e+00
5.894141610898548933e+00 8.500609159396246284e+00
4.969178310055618830e+00 1.044427453172797060e+00
6.129325212358961217e+00 9.672036773006329469e+00
2.875233589764014663e+00 2.085279752708484313e+00
1.829446410390884736e+00 -1.005144161589845098e+00
7.994083644673596112e+00 3.796037402338045652e+00
8.988376855979707258e-01 -3.396203436699238409e+00
6.623332111771129682e+00 8.535500461968736019e+00
2.236964307120934414e+00 -3.024944546578007376e+00
3.099445017087278931e+00 4.236748556887107497e+00
6.104340718414251299e+00 6.282279028158237466e+00
7.306411732407997128e+00 3.898611959336392374e+00
1.187067006845380357e+00 -1.896839816475402563e+00
8.530063693071399555e+00 7.596219761371858503e+00
6.731206642300247012e+00 8.539399821765041310e+00
3.934816158147296239e+00 1.913081393844664468e+00
3.997914704184719614e+00 3.741939889940169017e+00
3.925766200086116875e+00 1.833959937498800041e+00
3.465242366059952950e+00 4.063096033266814899e+00
3.364292165621387554e+00 4.885982861767198315e+00
7.917091594732461601e+00 4.205643684920224779e+00
9.653349528259997925e+00 1.150441683203207965e+01
8.815765763971628033e+00 9.181527578104313747e+00
4.540179725166414215e+00 2.584078574478783974e+00
3.328083972135948088e+00 4.325495077075339978e+00
9.291324434779379970e-01 -3.309855244311912692e+00
1.556622593390810660e-01 8.259188199740941094e-01
4.329235757391003858e+00 1.439708003518699764e+00
2.486778768558822961e+00 2.316368771529633275e-01
7.644482335449928279e+00 2.627447875196514904e+00
9.838811103689112159e+00 1.119052059304708813e+01
6.243026621584419900e+00 9.853008274021924251e+00
9.707033524953430970e+00 1.290056075780447209e+01
9.423936527468157465e-01 -2.055411252244470521e+00
