5.273731366856150515e+00 2.846639088942448215e+00
7.484309970692218705e+00 7.648580007873675868e+00
7.999676339798104330e+00 9.935505343897931496e+00
9.422573393192546831e+00 6.574389781826555534e+00
7.324619068943007960e+00 8.428400932434866988e+00
4.838667495214686198e+00 1.026958224487055649e+00
4.015851733776826471e+00 2.382583847901603047e+00
5.426009042687014450e+00 2.051541375358334918e+00
8.780238001690005234e+00 8.116960739094592370e+00
6.195941802176011315e+00 4.025252572321992517e+00
7.351967120262034250e+00 8.307648889438182138e+00
8.638460886245390213e+00 6.529554185890894757e+00
9.733417709015343533e+00 9.159328432647432905e+00
4.924004911003220464e+00 2.566240871459834594e+00
7.269433995682060612e+00 1.043068955043143831e+01
2.163753418356788583e+00 6.414045849618893236e+00
3.536230134895297361e+00 3.134300106164155775e+00
3.869670241635192465e-01 -1.461848083547166555e+00
5.943877314177115068e+00 4.701738354862872171e+00
7.252207316810732607e-01 1.202616955325018555e+00
3.661549517016711164e+00 3.316982985957017682e+00
2.621012306235372957e+00 3.713578909342193590e+00
4.717430783679276374e+00 -5.687113862773456319e-01
1.796989683906583535e+00 4.622508449464826974e+00
6.190795303649217374e+00 5.030196975883875155e+00
5.489777686110786981e+00 5.376761582898358149e+00
9.339250318142521934e+00 6.895993973849787295e+00
4.810402344103684058e+00 2.380972240783869598e-01
9.504069028008967024e+00 7.234306195253643601e+00
6.646301304919789210e+00 6.772363067129438363e+00
9.715192012511286279e+00 6.192321343174028492e+00
5.512853197742956013e+00 1.809408979998222700e+00
4.579249495451877650e+00 1.196828419120167908e+00
2.855417564817667397e+00 2.888744375932228436e+00
9.990947426516084917e+00 4.860266149353451581e+00
5.887135020581916400e+00 2.455877353920385087e+00
3.434860492407387778e+00 2.206734133682975774e+00
6.926426064747152722e+00 7.191127214594186690e+00
2.908753371608580274e+00 3.344014594231370818e+00
4.551172919575307674e+00 7.344674026253457111e-01
2.911693071739668071e+00 3.808505728795808398e+00
4.080232045861420520e-01 -2.244512210624829418e+00
2.364021037690372751e+00 4.793169487778918381e+00
1.317582597276482081e+00 4.009930177172597254e+00
3.414528707026631693e+00 4.560765410932542174e+00
8.589200859462950532e+00 7.751949234761521978e+00
8.056215902242328752e+00 1.154793077438083060e+01
7.606645495058508288e+00 8.477359212846790726e+00
6.202323323665767774e+00 5.462889776102415773e+00
8.777034074282340725e+00 8.565974522017130610e+00
8.343107116438622128e+00 1.006253871150860668e+01
8.662600053384094778e+00 1.097697188428032788e+01
2.513505102635105182e+00 4.867692783769978604e+00
5.721865077821547629e+00 4.502348375334991992e+00
7.249785503200140369e+00 8.703324987055280459e+00
2.636334312187917917e+00 4.847118358719774811e+00
8.681259291949492862e+00 7.929682924700694358e+00
4.718756073638670223e+00 2.790384931901026988e+00
6.097034195059639394e+00 5.996764902163551625e+00
9.372205907024600435e+00 6.949970353348613905e+00
3.070424096577860418e+00 4.751764066514853724e+00
8.684963705911117771e+00 9.972618797439402272e+00
6.592062455767458751e+00 7.300607783271237494e+00
4.465637553225332290e+00 1.444795241843237488e+00
9.123398951449813055e+00 6.798248208394453762e+00
9.640641560799990017e+00 6.273579282915984656e+00
9.472441577148035918e+00 6.897532428017830064e+00
7.017318334097758736e+00 5.298776266205141638e+00
5.334353425918854974e+00 2.662230136981963202e+00
2.478426689666581861e+00 4.700321952670281078e+00
3.244934651406867765e+00 2.963004056439099365e+00
8.979324223695980933e+00 9.367056211027266599e+00
7.291268429095928205e+00 1.010848268521107585e+01
2.074234846174371150e+00 7.276533595659088860e+00
1.228038227606721433e+00 1.807448469604515218e+00
6.738927078885975419e+00 8.187415398841668690e+00
2.375219622413276888e+00 4.627907097341237730e+00
5.786958871111700375e+00 3.279469669508388474e+00
8.439720893797675316e-01 1.242797661104004581e+00
9.213648575497801474e+00 7.470771823792071054e+00
6.856605395561752303e+00 7.873880260405571541e+00
4.901920732423102223e+00 1.624587350044015110e+00
2.858065567137255680e+00 2.922112286128759173e+00
8.362664194467193113e+00 9.197827968763750306e+00
1.409565932813556799e+00 4.297630921653787794e+00
2.707700016850847824e+00 3.866671646416239838e+00
7.937569036975343550e+00 8.649098429098161844e+00
4.978881904374794942e+00 2.930074311171538159e+00
9.973771889546048541e+00 7.040289453514143148e+00
1.360045898626791594e+00 4.023435933908422690e+00
9.250023497122722205e+00 8.460568043999616705e+00
9.063644785923239411e+00 6.987064271662254633e+00
8.206875341381268285e+00 9.064778023661164141e+00
9.831433615589491026e-01 2.502311524374599472e+00
9.890592950464274224e+00 6.216021621528867058e+00
7.798299559105167589e+00 9.303541199778512905e+00
8.549254384084537861e+00 8.499543047792668560e+00
5.308329701824558988e+00 4.705505794374577277e+00
2.563859386327169698e+00 3.632373122183866876e+00
8.388841484516181168e+00 9.959910845830187043e+00
