2.538889252196089519e+00 1.017483015468729546e+00 -1.098636598718613633e-02 2.786431278349476237e+00
5.286918531303354207e+00 5.153814102489484128e+00 1.687705737367815928e+00 1.178709688797014987e+00
1.746290981734263670e-01 3.011977815394840885e+00 1.481308997846356723e+00 2.697553895859236661e+00
1.576519157105022106e+00 5.267140617764870747e+00 1.970403388938526623e+00 3.221961614231111604e+00
2.518074533475570753e+00 4.104936434009543333e+00 1.629345559086548212e+00 2.846064770869785043e+00
5.653158384137653591e+00 1.959730001166531954e+00 1.554819992364115944e+00 3.254429259368913918e+00
5.497623259029235321e+00 6.279845129357104483e-01 2.254330786795016195e+00 1.746682261459463703e+00
4.954786239259284741e+00 5.513201348605349494e+00 8.900987113026687103e-01 1.374963070810401256e+00
2.837009422310242446e+00 5.858457569884083505e+00 5.592438736754332673e-01 2.993716545679632635e+00
5.684585292125952094e+00 6.614811861261116199e-01 2.845033906349125896e+00 2.344762155695541139e+00
2.510736932719494163e+00 6.088394967821887604e+00 -2.994555524967856819e-03 3.221926186501684608e+00
1.637802605325578087e+00 2.183765371422514256e+00 7.166358973722927184e-01 2.505153069449568282e+00
4.871482625908689634e-01 4.447966496024270633e+00 1.599202258198494819e+00 2.545635743345619595e+00
3.879354449258241910e+00 3.401118166570533674e+00 1.367848192007965258e+00 2.887459146042498759e+00
5.655615303633737767e+00 5.930456924466390944e+00 1.973919778283014681e+00 1.864312795302785819e+00
1.949007122421583693e+00 1.460830123559289984e+00 4.200006738574472154e-01 2.413729556072650162e+00
7.272538192014624814e-01 5.726559028644029326e+00 2.495387464314145820e+00 2.691880755591129493e+00
2.044737925817323443e-01 5.740251537625844058e+00 2.240111938296082350e+00 2.470314189812361505e+00
4.808793539741362366e+00 2.383796085569972245e+00 1.553118356780394116e+00 2.418529231906750621e+00
2.182337206520757356e+00 5.109382902756733458e+00 8.092826501550048901e-01 3.418453678259390394e+00
1.343694649178356570e+00 3.856543436962618920e-01 1.017354065148808440e+00 3.713606696785805461e+00
4.626650617095229463e-03 2.374000879390994800e+00 1.209679092823247037e+00 3.224180417036399238e+00
3.470110360515548109e+00 2.338283885228531478e+00 1.280827251723715143e+00 1.506861298159443585e+00
1.505911058253217139e+00 4.955562604883643335e-02 1.168983490495562272e+00 4.085346830135412333e+00
6.226512109316630905e+00 1.583190223666665064e+00 1.925798776468054418e+00 3.017358568677935615e+00
3.868464073011960824e+00 1.281383883430310400e+00 1.028094931183088256e+00 1.307536682727608035e+00
4.097923712764550142e-01 1.698131478656694338e+00 1.635237511524199938e+00 3.452173176743316141e+00
1.000418126162674559e+00 2.960568656321025394e+00 6.938434596323328485e-01 2.797285184681763681e+00
4.507299552880368765e+00 5.124102681234670165e+00 1.862727073331916228e-01 1.461420216306362985e+00
4.816017216852491067e+00 1.077600092769670281e+00 2.210246463812144402e+00 1.316434988534871620e+00
2.671568500884650810e+00 9.511868941572919345e-02 -2.575317454920921789e-01 3.081139703316031930e+00
2.531483803395035093e+00 2.269787385921442635e-01 -3.407431668433466010e-01 3.287182934197884876e+00
3.419443226562703497e+00 9.704864545991888081e-01 3.323210332544891954e-01 1.687412743193462905e+00
5.152913379877790412e+00 3.929542525469742920e+00 8.576283256941952260e-01 2.919084243857407390e+00
1.514788719562635055e+00 2.875010853244643894e+00 1.168941221160535227e+00 2.000358302279446665e+00
1.935265266094134518e+00 5.238709591443655000e+00 1.768738279622951826e+00 3.441367190401675380e+00
